rating,user_item
1,18_704
1,18_223
1,18_737
1,18_221
1,18_175
1,18_963
1,18_382
1,18_210
1,18_716
1,18_216
1,18_856
1,18_32
1,18_633
1,18_28
1,19_201
1,19_211
1,20_252
1,20_423
1,20_181
1,20_94
1,20_763
1,20_378
1,21_558
1,21_164
1,21_103
1,21_928
1,21_439
1,21_974
1,21_717
1,21_326
1,21_930
1,21_319
1,21_294
1,21_816
1,21_741
1,21_931
1,21_123
1,21_872
1,21_680
1,21_675
1,21_240
1,21_281
1,21_989
1,21_760
1,21_854
1,21_559
1,21_874
1,21_561
1,21_7
1,21_185
1,21_656
1,21_444
1,21_358
1,21_873
1,21_127
1,21_321
1,21_877
1,22_377
1,22_128
1,22_433
1,22_186
1,22_435
1,22_176
1,22_948
1,22_110
1,22_648
1,22_554
1,22_455
1,22_358
1,22_153
1,22_204
1,22_515
1,22_840
1,22_167
1,22_431
1,22_367
1,22_216
1,22_94
1,22_109
1,22_17
1,22_1000
1,22_526
1,22_998
1,22_385
1,22_792
1,22_68
1,23_385
1,23_170
1,23_183
1,23_215
1,23_257
1,23_380
1,23_229
1,23_427
1,23_219
1,23_1
1,23_95
1,23_124
1,23_203
1,23_155
1,23_79
1,23_156
1,23_174
1,23_204
1,23_211
1,23_55
1,23_194
1,23_235
1,23_59
1,23_449
1,24_191
1,24_427
1,24_372
1,24_258
1,24_9
1,24_117
1,24_238
1,24_176
1,24_289
1,24_919
1,24_200
1,24_79
1,24_71
1,24_1007
1,25_257
1,25_615
1,25_478
1,25_455
1,25_135
1,25_969
1,25_275
1,25_474
1,25_265
1,25_404
1,25_463
1,25_1
1,25_79
1,25_125
1,25_177
1,26_455
1,26_15
1,26_127
1,26_926
1,26_413
1,26_1014
1,26_246
1,26_24
1,26_546
1,26_1011
1,26_313
1,26_591
1,26_111
1,26_815
1,26_250
1,26_841
1,26_471
1,26_248
1,26_845
1,27_246
1,27_100
1,27_148
1,27_9
1,27_123
1,28_201
1,28_79
1,28_98
1,28_50
1,28_895
1,28_282
1,28_143
1,28_665
1,28_800
1,28_609
1,28_322
1,28_332
1,28_672
1,28_567
1,28_588
1,29_245
1,29_343
1,29_79
1,29_326
1,30_289
1,30_1007
1,30_255
1,30_688
1,30_2
1,30_304
1,30_321
1,30_161
1,30_403
1,30_135
1,31_705
1,31_268
1,31_328
1,31_136
1,31_1020
1,31_153
1,31_519
1,32_294
1,32_249
1,32_117
1,32_405
1,32_307
1,32_268
1,32_455
1,33_343
1,33_258
1,33_682
1,33_260
1,33_329
1,34_991
1,35_242
1,35_881
1,35_358
1,35_326
1,35_300
1,35_321
1,36_682
1,37_685
1,37_22
1,37_68
1,37_89
1,37_231
1,37_50
1,37_385
1,37_121
1,38_95
1,38_758
1,38_573
1,38_432
1,38_465
1,38_403
1,38_99
1,38_450
1,38_393
1,38_383
1,38_94
1,38_140
1,38_419
1,38_69
1,38_97
1,38_588
1,38_127
1,38_155
1,38_78
1,38_717
1,38_1028
1,38_35
1,38_185
1,38_413
1,39_258
1,39_345
1,39_270
1,39_269
1,40_303
1,40_305
1,40_310
1,40_242
1,40_343
1,41_31
1,41_486
1,41_313
1,41_174
1,41_153
1,41_209
1,41_181
1,41_318
1,41_175
1,41_430
1,41_97
1,41_168
1,41_152
1,41_156
1,41_191
1,41_205
1,42_403
1,42_588
1,42_1028
1,42_176
1,42_185
1,42_69
1,42_121
1,42_48
1,42_405
1,42_845
1,42_131
1,42_692
1,42_99
1,42_222
1,42_925
1,42_12
1,42_88
1,42_28
1,42_1040
1,42_79
1,42_428
1,42_196
1,42_215
1,42_63
1,42_118
1,42_479
1,42_410
1,42_866
1,42_1042
1,42_54
1,42_237
1,42_283
1,42_203
1,42_38
1,42_239
1,42_227
1,42_284
1,42_50
1,42_559
1,42_969
1,42_168
1,42_591
1,43_14
1,43_815
1,43_120
1,43_204
1,43_1057
1,43_26
1,43_944
1,43_298
1,43_423
1,43_993
1,43_393
1,43_161
1,43_50
1,43_47
1,43_946
1,43_531
1,43_405
1,43_17
1,43_98
1,43_191
1,43_684
1,43_271
1,43_71
1,43_88
1,43_25
1,43_111
1,43_217
1,43_1056
1,43_969
1,43_367
1,43_131
1,43_122
1,43_845
1,43_277
1,43_226
1,44_15
1,44_507
1,44_123
1,44_174
1,44_82
1,44_148
1,44_385
1,44_96
1,44_433
1,44_470
1,44_412
1,44_229
1,44_245
1,44_161
1,44_946
1,44_871
1,44_211
1,44_90
1,44_99
1,44_64
1,44_144
1,44_447
1,44_87
1,44_22
1,44_173
1,44_190
1,44_31
1,45_476
1,45_15
1,45_257
1,45_1059
1,45_7
1,45_151
1,45_926
1,45_111
1,45_284
1,45_181
1,45_764
1,46_333
1,46_1062
1,46_313
1,46_327
1,46_262
1,47_321
1,47_302
1,47_327
1,47_322
1,47_304
1,47_305
1,48_690
1,48_603
1,48_661
1,48_50
1,48_522
1,48_195
1,48_433
1,48_425
1,48_483
1,48_480
1,48_1065
1,48_294
1,48_209
1,48_136
1,48_56
1,48_357
1,49_1003
1,49_49
1,49_473
1,49_546
1,49_732
1,49_369
1,49_56
1,49_3
1,49_101
1,49_143
1,49_116
1,49_1009
1,49_713
1,49_1076
1,49_542
1,49_111
1,49_95
1,49_11
1,49_108
1,49_998
1,49_1070
1,49_100
1,49_219
1,49_91
1,49_1018
1,49_80
1,49_13
1,49_640
1,49_698
1,49_433
1,49_50
1,49_217
1,49_1079
1,49_396
1,49_287
1,49_320
1,49_93
1,49_328
1,49_209
1,49_820
1,49_4
1,49_147
1,49_652
1,49_200
1,49_702
1,49_477
1,50_125
1,50_325
1,50_508
1,50_324
1,50_124
1,50_100
1,51_64
1,51_136
1,51_705
1,52_498
1,52_116
1,52_275
1,52_742
1,52_204
1,52_151
1,52_762
1,52_126
1,52_258
1,52_473
1,52_318
1,52_100
1,52_1085
1,52_191
1,53_174
1,53_250
1,53_568
1,53_546
1,54_313
1,54_1016
1,54_748
1,54_871
1,54_118
1,54_340
1,54_930
1,54_288
1,54_338
1,54_252
1,54_117
1,54_240
1,55_117
1,56_755
1,56_449
1,56_222
1,56_450
1,56_63
1,56_1
1,56_82
1,56_118
1,56_231
1,56_815
1,56_433
1,56_216
1,56_202
1,56_168
1,56_44
1,56_90
1,56_554
1,56_728
1,56_77
1,56_151
1,56_550
1,56_399
1,56_234
1,56_210
1,56_862
1,56_794
1,56_11
1,56_78
1,56_946
1,56_1057
1,56_42
1,56_53
1,56_655
1,56_153
1,56_473
1,56_969
1,56_233
1,56_144
1,56_596
1,56_300
1,56_237
1,56_161
1,56_298
1,56_871
1,57_79
1,57_250
1,57_588
1,57_975
1,57_411
1,57_225
1,57_456
1,57_763
1,57_24
1,57_826
1,57_546
1,57_295
1,57_475
1,57_194
1,57_988
1,57_477
1,57_168
1,57_1
1,58_9
1,58_173
1,58_1097
1,58_222
1,58_340
1,58_1106
1,58_663
1,58_182
1,58_490
1,58_318
1,58_558
1,58_216
1,58_408
1,58_11
1,58_300
1,58_171
1,58_172
1,58_732
1,58_512
1,58_209
1,58_640
1,58_1012
1,58_127
1,58_1006
1,58_199
1,58_367
1,58_313
1,58_111
1,58_1
1,58_223
1,58_168
1,59_715
1,59_323
1,59_496
1,59_170
1,59_855
1,59_702
1,59_1117
1,59_121
1,59_549
1,59_405
1,59_10
1,59_132
1,59_421
1,59_385
1,59_724
1,59_928
1,59_48
1,59_25
1,59_382
1,59_562
1,59_1065
1,59_448
1,59_202
1,59_611
1,59_609
1,59_825
1,59_490
1,59_431
1,59_95
1,59_846
1,59_140
1,59_1110
1,59_1028
1,59_729
1,59_866
1,59_218
1,59_209
1,59_427
1,59_764
1,59_51
1,59_781
1,59_606
1,59_161
1,59_22
1,59_99
1,59_615
1,59_443
1,59_52
1,59_176
1,59_514
1,59_498
1,59_393
1,59_58
1,59_595
1,59_1
1,59_746
1,59_491
1,59_87
1,59_1115
1,59_618
1,59_755
1,59_184
1,59_185
1,59_616
1,59_212
1,59_584
1,59_430
1,59_1111
1,59_705
1,59_277
1,59_15
1,59_451
1,59_1112
1,59_524
1,59_929
1,59_285
1,59_526
1,59_116
1,59_658
1,59_73
1,59_273
1,60_430
1,60_403
1,60_1021
1,60_525
1,60_1126
1,60_498
1,60_671
1,60_660
1,60_207
1,60_98
1,60_88
1,60_138
1,60_558
1,60_234
1,60_417
1,60_77
1,60_529
1,60_842
1,60_661
1,60_144
1,60_210
1,60_174
1,60_1050
1,60_582
1,60_229
1,60_418
1,60_506
1,60_73
1,60_327
1,60_429
1,60_546
1,60_684
1,60_215
1,60_286
1,60_1060
1,60_479
1,60_617
1,60_484
1,60_237
1,60_496
1,60_141
1,60_135
1,61_328
1,61_243
1,61_333
1,61_751
1,62_86
1,62_401
1,62_4
1,62_135
1,62_716
1,62_8
1,62_856
1,62_153
1,62_173
1,62_475
1,62_508
1,62_213
1,62_815
1,62_249
1,62_660
1,62_1012
1,62_216
1,62_55
1,62_70
1,62_436
1,62_1091
1,62_222
1,62_568
1,62_387
1,62_582
1,62_723
1,62_521
1,62_597
1,62_952
1,62_271
1,62_704
1,62_204
1,62_237
1,62_217
1,62_673
1,62_116
1,62_76
1,62_191
1,62_15
1,63_109
1,63_6
1,63_13
1,63_952
1,63_408
1,63_328
1,63_508
1,63_306
1,63_676
1,63_321
1,63_269
1,63_283
1,63_10
1,63_121
1,64_1063
1,64_516
1,64_515
1,64_333
1,64_2
1,64_231
1,64_1133
1,64_229
1,64_38
1,64_1139
1,64_161
1,64_17
1,64_367
1,64_212
1,64_633
1,64_69
1,64_96
1,64_403
1,64_539
1,64_62
1,64_70
1,64_154
1,64_52
1,64_81
1,64_32
1,64_162
1,64_768
1,64_511
1,64_748
1,64_191
1,64_179
1,64_183
1,64_531
1,64_273
1,64_559
1,64_419
1,64_235
1,64_127
1,64_48
1,64_172
1,64_356
1,64_496
1,64_732
1,65_47
1,65_125
1,65_676
1,65_1129
1,65_661
1,65_211
1,65_378
1,65_514
1,65_88
1,65_402
1,65_9
1,66_181
1,66_1
1,66_280
1,66_24
1,66_286
1,66_284
1,66_282
1,66_535
1,66_257
1,67_743
1,67_122
1,68_742
1,68_118
1,68_50
1,68_258
1,68_763
1,69_174
1,69_258
1,69_1143
1,69_123
1,69_181
1,69_742
1,69_294
1,69_234
1,69_197
1,69_334
1,70_152
1,70_751
1,70_176
1,70_228
1,70_169
1,70_96
1,70_206
1,70_511
1,70_175
1,70_405
1,70_496
1,70_8
1,70_393
1,70_450
1,70_99
1,70_204
1,70_568
1,70_173
1,70_88
1,70_538
1,70_451
1,70_91
1,70_94
1,71_222
1,71_257
1,71_175
1,71_181
1,71_174
1,71_302
1,72_1110
1,72_54
1,72_528
1,72_79
1,72_603
1,72_45
1,72_68
1,72_435
1,72_51
1,72_147
1,72_443
1,72_97
1,72_493
1,72_58
1,72_708
1,73_7
1,73_507
1,73_81
1,73_173
1,73_269
1,73_255
1,73_382
1,73_268
1,73_660
1,73_183
1,73_188
1,74_126
1,74_301
1,74_121
1,74_124
1,74_7
1,74_331
1,74_358
1,75_476
1,75_121
1,75_147
1,75_475
1,75_190
1,75_1047
1,75_413
1,75_301
1,75_845
1,75_114
1,75_196
1,75_405
1,75_13
1,75_1059
1,75_25
1,75_79
1,75_289
1,75_473
1,76_175
1,76_1129
1,76_518
1,76_197
1,76_1007
1,76_1157
1,76_7
1,76_1048
1,76_1006
1,76_60
1,76_1019
1,76_70
1,76_1153
1,76_517
1,76_264
1,77_176
1,77_50
1,77_265
1,77_174
1,77_1028
1,77_641
1,77_1
1,77_154
1,77_96
1,77_173
1,77_222
1,77_183
1,78_288
1,78_237
1,79_303
1,79_269
1,79_740
1,79_251
1,79_290
1,79_1008
1,79_1017
1,79_906
1,79_902
1,79_257
1,79_276
1,79_285
1,80_886
1,80_50
1,81_432
1,81_471
1,81_926
1,81_7
1,81_282
1,81_318
1,81_98
1,81_756
1,81_147
1,81_456
1,81_116
1,81_210
1,82_135
1,82_1134
1,82_508
1,82_14
1,82_15
1,82_208
1,82_216
1,82_69
1,82_310
1,82_414
1,82_225
1,82_657
1,82_276
1,82_185
1,82_1028
1,82_222
1,82_199
1,82_168
1,82_284
1,82_99
1,82_740
1,82_462
1,82_283
1,82_456
1,82_820
1,82_678
1,82_71
1,82_473
1,82_1078
1,82_79
1,82_286
1,82_134
1,82_660
1,83_929
1,83_631
1,83_294
1,83_412
1,83_465
1,83_575
1,83_720
1,83_768
1,83_663
1,83_106
1,83_117
1,83_684
1,83_105
1,83_568
1,83_405
1,83_597
1,83_832
1,83_233
1,83_322
1,83_249
1,83_584
1,83_111
1,83_274
1,83_1016
1,83_371
1,83_161
1,83_240
1,83_591
1,83_756
1,83_944
1,83_845
1,83_1049
1,84_1033
1,84_528
1,84_879
1,84_15
1,84_1028
1,84_597
1,84_546
1,84_744
1,84_318
1,84_100
1,84_756
1,85_427
1,85_1065
1,85_228
1,85_25
1,85_647
1,85_133
1,85_269
1,85_53
1,85_86
1,85_842
1,85_380
1,85_289
1,85_414
1,85_499
1,85_1168
1,85_1167
1,85_498
1,85_300
1,85_211
1,85_234
1,85_708
1,85_1021
1,85_127
1,85_1169
1,85_163
1,85_393
1,85_416
1,85_258
1,85_481
1,85_27
1,85_1170
1,85_134
1,85_191
1,85_143
1,85_495
1,85_378
1,85_496
1,85_476
1,85_462
1,85_516
1,85_328
1,85_582
1,85_152
1,85_732
1,85_230
1,85_513
1,85_710
1,85_82
1,85_1136
1,85_1174
1,85_707
1,85_87
1,85_478
1,85_531
1,85_924
1,85_135
1,85_357
1,85_64
1,85_270
1,85_519
1,85_1018
1,85_428
1,85_921
1,85_141
1,85_42
1,85_333
1,85_181
1,86_258
1,86_879
1,86_328
1,87_775
1,87_996
1,87_303
1,87_386
1,87_1189
1,87_1182
1,87_1047
1,87_385
1,87_1074
1,87_679
1,87_229
1,87_239
1,87_7
1,87_87
1,87_183
1,87_73
1,87_33
1,87_192
1,87_702
1,87_118
1,87_789
1,87_100
1,87_780
1,87_575
1,87_202
1,87_22
1,87_228
1,87_144
1,87_781
1,87_1049
1,87_50
1,87_802
1,87_472
1,87_121
1,87_252
1,87_715
1,87_194
1,88_750
1,88_690
1,88_311
1,89_197
1,89_1048
1,89_732
1,89_936
1,89_387
1,89_151
1,89_949
1,89_277
1,89_187
1,89_240
1,89_100
1,89_237
1,89_50
1,89_709
1,89_236
1,90_347
1,90_900
1,90_506
1,90_923
1,90_945
1,90_657
1,90_357
1,90_613
1,90_313
1,90_435
1,90_272
1,90_269
1,90_323
1,90_494
1,90_813
1,90_478
1,90_475
1,90_423
1,90_96
1,90_177
1,90_995
1,90_190
1,90_17
1,90_131
1,90_705
1,90_148
1,90_652
1,90_904
1,90_143
1,90_547
1,90_875
1,90_607
1,90_89
1,90_427
1,90_170
1,90_762
1,90_528
1,90_543
1,90_464
1,90_273
1,90_905
1,90_194
1,90_1205
1,90_699
1,90_1005
1,90_644
1,90_198
1,90_156
1,90_481
1,90_316
1,90_1192
1,90_753
1,90_215
1,90_137
1,90_847
1,90_491
1,90_498
1,91_682
1,91_351
1,91_479
1,91_181
1,91_230
1,91_64
1,91_161
1,91_484
1,91_504
1,91_289
1,91_318
1,91_526
1,91_127
1,91_50
1,91_136
1,91_328
1,91_735
1,91_418
1,91_333
1,91_183
1,91_79
1,92_180
1,92_216
1,92_15
1,92_81
1,92_731
1,92_528
1,92_79
1,92_1016
1,92_1095
1,92_825
1,92_1041
1,92_252
1,92_527
1,92_196
1,92_531
1,92_295
1,92_88
1,92_189
1,92_191
1,92_190
1,92_31
1,92_11
1,92_96
1,92_720
1,92_109
1,92_463
1,92_184
1,92_291
1,92_148
1,92_223
1,92_518
1,92_655
1,92_101
1,92_403
1,92_1014
1,92_226
1,92_328
1,92_508
1,92_925
1,92_82
1,92_356
1,92_1040
1,92_742
1,92_240
1,92_100
1,92_1011
1,92_620
1,92_800
1,92_1157
1,92_7
1,92_425
1,92_450
1,92_737
1,92_171
1,92_125
1,92_72
1,92_268
1,92_9
1,92_202
1,92_771
1,92_783
1,92_282
1,92_179
1,92_8
1,92_658
1,92_257
1,92_50
1,92_156
1,92_546
1,92_228
1,92_44
1,92_406
1,92_1194
1,92_25
1,93_412
1,93_477
1,93_866
1,94_744
1,94_572
1,94_216
1,94_24
1,94_651
1,94_218
1,94_1048
1,94_347
1,94_229
1,94_402
1,94_738
1,94_561
1,94_214
1,94_393
1,94_783
1,94_765
1,94_203
1,94_1074
1,94_380
1,94_472
1,94_646
1,94_144
1,94_258
1,94_483
1,94_222
1,94_1044
1,94_588
1,94_282
1,94_366
1,94_650
1,94_624
1,94_88
1,94_546
1,94_241
1,94_334
1,94_425
1,94_961
1,94_1153
1,94_135
1,94_652
1,94_603
1,94_92
1,94_810
1,94_739
1,94_260
1,94_703
1,94_722
1,94_1014
1,94_192
1,94_786
1,94_93
1,94_83
1,94_864
1,94_391
1,94_484
1,94_200
1,94_1222
1,94_399
1,94_98
1,94_281
1,94_164
1,94_930
1,94_944
1,94_501
1,94_250
1,94_317
1,94_780
1,94_228
1,94_433
1,94_1058
1,94_42
1,94_469
1,94_1046
1,94_181
1,94_959
1,94_372
1,94_208
1,94_357
1,94_1221
1,94_587
1,94_47
1,94_1010
1,94_338
1,94_584
1,94_127
1,94_631
1,94_1065
1,94_1007
1,94_182
1,94_559
1,94_293
1,95_135
1,95_1229
1,95_636
1,95_15
1,95_26
1,95_137
1,95_132
1,95_88
1,95_202
1,95_510
1,95_385
1,95_151
1,95_90
1,95_674
1,95_142
1,95_768
1,95_3
1,95_432
1,95_357
1,95_69
1,95_178
1,95_1018
1,95_328
1,95_520
1,95_436
1,95_82
1,95_199
1,95_1091
1,95_1101
1,95_449
1,95_708
1,95_179
1,95_705
1,95_650
1,95_198
1,95_78
1,95_586
1,95_968
1,95_515
1,95_207
1,95_182
1,95_237
1,95_133
1,95_707
1,95_419
1,95_398
1,95_234
1,95_399
1,95_238
1,95_946
1,95_671
1,95_679
1,95_219
1,95_386
1,96_87
1,96_673
1,96_153
1,96_170
1,96_478
1,96_1232
1,96_1154
1,96_185
1,96_7
1,96_194
1,96_89
1,96_83
1,96_144
1,96_183
1,96_196
1,96_423
1,97_466
1,97_432
1,97_79
1,97_430
1,97_204
1,97_205
1,97_175
1,97_408
1,97_496
1,97_173
1,97_1126
1,98_523
1,98_502
1,98_211
1,98_659
1,99_274
1,99_50
1,99_204
1,99_682
1,99_124
1,99_196
1,99_100
1,99_871
1,99_288
1,99_402
1,99_628
1,99_328
1,99_748
1,99_406
1,99_815
1,99_28
1,99_829
1,99_315
1,99_405
1,99_1
1,99_25
1,99_591
1,99_240
1,99_313
1,99_678
1,99_329
1,100_355
1,100_316
1,100_342
1,100_752
1,100_690
1,100_1233
1,100_258
1,100_900
1,100_885
1,100_751
1,101_222
1,101_405
1,101_1057
1,101_109
1,101_1047
1,101_181
1,101_845
1,101_280
1,101_257
1,101_278
1,101_1009
1,101_546
1,102_515
1,102_432
1,102_576
1,102_195
1,102_734
1,102_62
1,102_418
1,102_173
1,102_248
1,102_239
1,102_358
1,102_565
1,102_831
1,102_98
1,102_510
1,102_568
1,102_588
1,102_163
1,102_94
1,102_827
1,102_444
1,102_720
1,102_577
1,102_327
1,102_230
1,102_671
1,102_650
1,102_672
1,102_652
1,102_245
1,102_235
1,102_211
1,102_1228
1,102_226
1,102_200
1,102_541
1,102_288
1,102_334
1,102_55
1,102_435
1,102_4
1,102_879
1,102_684
1,102_1076
1,103_121
1,103_50
1,103_204
1,103_405
1,103_118
1,104_117
1,104_299
1,104_287
1,104_1016
1,104_25
1,104_282
1,104_248
1,104_546
1,104_150
1,104_147
1,104_354
1,104_331
1,104_10
1,104_840
1,104_302
1,104_333
1,104_294
1,104_273
1,104_3
1,104_130
1,104_307
1,104_591
1,104_871
1,104_330
1,104_124
1,104_926
1,104_332
1,104_50
1,104_246
1,104_310
1,104_328
1,104_407
1,104_471
1,105_272
1,105_333
1,105_270
1,105_271
1,105_269
1,105_347
1,106_526
1,106_435
1,106_273
1,106_97
1,106_15
1,106_923
1,106_1
1,106_1115
1,106_48
1,106_196
1,106_699
1,106_956
1,106_12
1,106_1242
1,106_275
1,106_739
1,106_28
1,106_162
1,106_463
1,106_82
1,107_300
1,107_269
1,107_286
1,107_902
1,107_312
1,108_282
1,108_748
1,108_294
1,108_255
1,108_405
1,108_1
1,109_566
1,109_627
1,109_797
1,109_31
1,109_1011
1,109_147
1,109_42
1,109_1244
1,109_9
1,109_1013
1,109_252
1,109_393
1,109_356
1,109_1014
1,109_294
1,109_441
1,109_409
1,109_158
1,109_546
1,109_58
1,109_67
1,109_944
1,109_763
1,109_735
1,109_265
1,109_411
1,109_809
1,109_403
1,109_64
1,109_77
1,109_70
1,109_122
1,109_1035
1,109_177
1,109_164
1,109_156
1,109_332
1,109_597
1,109_88
1,109_386
1,109_395
